
XXSREI GL Account Analysis Report       ,      125.95                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,        68.1                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,       50.55                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,       50.07                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,       49.62                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,        48.4                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,       48.07                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,       47.78                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,        47.4                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,       47.05                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,       46.78                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,        4.08                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,          .9                                                                                                                                                                                                                                                                                                                                                                                                                                                               
XXSREI GL Account Analysis Report       ,         .27                                                                                                                                                                                                                                                                                                                                                                                                                                                               
SREI SEFPL Payable Invoice Voucher      ,          .1                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Employee Exit Checklist Creation Program,         .02                                                                                                                                                                                                                                                                                                                                                                                                                                                               
